Name of the file,Topic,Participant,Time,Dialogue,Translation,CS/DM,Comments
DS00000,,Interviewer,,<zulu>Ayisuke lendaba MaNdlovu.</zulu>,<english>Let this story start MaNdlovu</english>,,
,,Participant,,"Mh, <zulu>Ya, ayisuke.</zulu>","Mh, <english>Ya, let it start.</english>",,
,,Interviewer,,"<zulu>Eh</zulu> what languages do you typically use with your family, and why?","<english>Eh</english> what languages do you typically use with your family, and why?",,
,,Participant,,<zulu>Eh: Sikhuluma isiZulu ngoba vele ulimi lwethu. Ulimi lwethu isiZulu: nesiNgisi-ke naso siyasikhuluma kancane.</zulu>,<english>Eh: we speak Zulu because indeed it's our language. Our language is Zulu: and English also we speak a little bit.</english></english>,,
,,Interviewer,,Why <zulu>nenzanjalo?</zulu>,Why <english>you do so?</english>,,
,,Participant,,"<zulu>Isingisi Eh: kuyazenzakalela</zulu> I guess <zulu>ngoba Eh: si</zulu> bilingual, I guess.",<english>English Eh: it just happens</english> I guess <english>because Eh: we are</english> bilingual I guess.,,
,,Interviewer,,What language do you use with friends?,What language do you use with friends?,,
,,Participant,,"<zulu>Nakhona futhi, kuyaxubana. Kuyaxubana, isiZulu nesiNgisi. Siyakuhlanganisa.</zulu> ="," <english>Even there also, it is mixed. It is mixed, Zulu and English. We mix it.</english>",,
,,Interviewer,,Mh.,Mh.,,
,,Participant,,<zulu>Kokubili. Kuyazenzakalela nje</zulu>,<english>Both of it. It just happens.</english>,,
,,Interviewer,,<zulu>Kakhulu uchaza ukuthi indawo yaseThekwini ilakukhulunywa isiZulu nesiNgisi ngoba angikuzwa ukhuluma nge</zulu> code switching <zulu>eya kwi</zulu> Afrikaans <zulu>nakwezinye?</zulu>,<english>Mostly you mean that the Durban area is where Zulu and English is spoken because I don’t hear you talk about</english> code switching <english>going to</english> Afrikaans <english>and others?</english>,,
,,Participant,,"No no no, <zulu>isiZulu nje.</zulu>","No no no, <english>just Zulu</english>",,
,,Interviewer,,"<zulu>Nalokho ini nabangani benu, kuyazenzakalela?</zulu>","<english>Even then it's you and your friends, it happens automatically?</english>",,
,,Participant,,"<zulu>Kuyazenzakalela, ingoba vele akekho futhi umuntu esimjwayele okhuluma enye i</zulu> language.","<english>It just happens, because also there is no one we know who speak other</english> language.",,
,,Interviewer,,What languages do you use in school? <zulu>La e</zulu> university <zulu>uluphi olunye ulimi enilikhulumayo?</zulu>,What languages do you use in school? <english>here at</english> university <english>what other language do you speak?</english>,,
,,Participant,,<zulu>I- Isona isiZulu nesiNgisi kodwa isiNgisi kakhulu. Mh:</zulu> I:,<english>It's- it is Zulu and English but English mainly. Mh:</english> I:,,
,,Interviewer,,Do you think it is important to know English?,Do you think it is important to know English??,,
,,Participant,,"<zulu>Kubalulekile, kubalulekile ukwazi isiNgisi.</zulu>","<english>It is important, it is important to know English</english>",,
,,Interviewer,,<zulu>Ungaphendula nangesiNgisi uma uqalukuth:</zulu>,<english>You can respond in English when you start:</english>,,
,,Participant,,<zulu>Oh kubalulekile ukukhuluma:</zulu>,<english>Oh it is important to speak:</english>,,
,,Interviewer,,<zulu>Ungangiphendula ngaso isiNgisi:</zulu>,<english>You can answer me in English.</english>,,
,,Participant,,<zulu>Noma ngaso isiZulu?</zulu>,<english>Even in English?</english>,,
,,Interviewer,,<zulu>Noma ngaso isiZulu.</zulu>,<english>Even in English?</english>,,
,,Participant,,Mh: No <zulu>kubalulekile ukwazi isiNgisi</zulu>,Mh: No <english>it is important to know English</english>,,
,,Interviewer,,Mh:,Mh:,,
,,Participant,,"Eh: especially <zulu>uma ufuna uku</zulu> communicate <zulu> nabanye abantu, njengoba kuyaye kwenzeke ukuthi njengoba kade ubuza uthi</zulu> though <zulu>ula kwaZulu-Natal ukhuluma isiZulu kodwa kunabanye abantu abakhuluma ezinye izilimi.","Eh: especially <english>if you want to</zenglish> communicate <english>with other people, as it usually happens that as you were asking that</english> though <english>you are here in kwaZulu-Natal speaking Zulu but there are other people who speak other languages.",,
,,Interviewer,,Mh:,Mh:,,
,,Participant,,And <zulu>i</zulu> medium of communication <zulu>isiNgisi. Iyona ekwazi ukusihlanganisa.</zulu>,And <english>the</english> medium of communication <english>is English. It's what unite us.</english>,,
,,Interviewer,,Ah: <zulu>kuyabongeka</zulu> Do you think it is important for anyone to know his or her native language?,Ah: <english>that's good</english> Do you think it is important for anyone to know his or her native language?,,
,,Participant,,"<zulu>Ngibona ukuthi kubalulekile impela.</zulu> It's very important so that you know your background and ah(…) <zulu>Yah, nokuthi, yah</zulu> it's very important. <zulu>kubalulekile eh(…) ukwazi ulimi lwakho ngoba</zulu> eh(…) ehhe.","<english>I think it's very important.</english> It's very important so that you know your background and ah(…) <english>Yes, and also, yes</english> it's very important. <english>it's very important eh(…) to know your language because</english> eh(…) ehhe.",,
,,Interviewer,,"<zulu>Akesithi unaba, unezihlobo ezisemakhaya, ezingafundile. Uma ubungalazi lolulimi=</zulu>","<english>Let us expand, do you have relatives in rural areas, who are not educated? If you didn't know this language=</english>",,
,,Participant,,<zulu>Ngizokhuluma kanjani nabo?</zulu>,<english>How will I communicate with them?</english>,,
,,Interviewer,,<zulu>Ubuzokhuluma kanjani nabo? Usanazo izihlobo ezisemakhaya?</zulu>,<english>How were you going to communicate with them? You still have relatives in rural areas?</english>,,
,,Participant,,<zulu>Ngisanazo.</zulu>,<english>I still do.</english>,,
,,Interviewer,,<zulu>Ngakho kufuneka uxhumane nazo.</zulu>,<english>Now you have to communicate with them.</english>,,
,,Participant,,<zulu>Kufuneka ngixhumane nazo</zulu>,<english>I have to communicate with them</english>,,
,,Interviewer,,Do you mix several languages in one conversation?,Do you mix several languages in one conversation?,,
,,Participant,,"Ehhe, <zulu>kuyenzeka.</zulu>","Ehhe, <english>it happens.</english>",,
,,Interviewer,,"if yes, when and why?","if yes, when and why?",,
,,Participant,,We do that all the time. I do that all the time. Eh: <zulu>kuyazenzakalela.</zulu> I guess it's the new culture=,We do that all the time. I do that all the time. Eh: <english>it happens on its own.</english> I guess it's the new culture=,,
,,Interviewer,,<zulu>Asiphendule umbuzo ukuthi</zulu> when <zulu>kuqala.</zulu> When do you do it? ,<english>Let's answer the question</english> when <english>first.</english> When do you do it? ,,
,,Participant,,All the time.,All the time.,,
,,Interviewer,,All the time?,All the time?,,
,,Participant,,"Ehhe or most of the time <zulu>angithi</zulu> not all the time, most of the time. Especially, especially when I'm not at home because at home it's mainly <zulu>isiZulu</zulu> but when I'm <zulu>ngingekho ekhaya</zulu> it's sometimes <zulu>isiNgisi</zulu> sometimes you find <zulu>ukuthi</zulu> you want to say something=","Ehhe or most of the time <english>right</english> not all the time, most of the time. Especially, especially when I'm not at home because at home it's mainly <english>Zulu</english> but when I'm <english>not at home</english> it's sometimes <english>English</english> sometimes you find <english>that</english> you want to say something=",,
,,Interviewer,,"<zulu>Ungaya yini emakhaya la esikhuluma ngawo, kukhona abantu basemakhaya ebese uyo</zulu> mixer <zulu>lama</zulu> language, <zulu>lezizilimi?,/zulu>","<english>Can you go to the rural homes we are talking about, with rural people there and then you</english> mix <english>these</english> language, <english>these languages?,/english>",,
,,Participant,,"No, <zulu>njengoba ngisho ku</zulu> depend <zulu>a ukuthi kukuphi, njengoba kade ngisho, uma ngabe ngisekhaya</zulu> mainly <zulu>ngikhuluma isiZulu kodwa uma ngabe sengila eYunivesithi, kunabanye abantu</zulu> or <zulu>ngikhuluma nabangani bami</zulu> I guess sort of <zulu>i</zulu> culture <zulu>manje uyasikhuluma nesiNgisi. Kodwa uma ngisemakhaya noma ngisekhaya</zulu> especially <zulu>ekhaya, cha ngikhuluma isiZulu nje.</zulu>","No, <english>as I say it</english> depend <english>s on the location, as I was saying, if I am home</english> mainly <english>I speak Zulu but when I am here at university, there are other people</english> or <english>I am talking to my friends</english> I guess sort of <english>a</english> culture <english>now you speak English. But if I'm home or in the rural areas</english> especially <english>home, no I speak Zulu only.</english>",,
,,Interviewer,,<zulu>Ulimithekile?</zulu>,<english>You are limited?</english>,,
,,Participant,,Mh: <zulu>Ngiyalimitheka.</zulu> So <zulu>ngizosikhuluma nobani isiNgisi?</zulu>,Mh: <english>I am limited.</english> So <english>who will I speak English with?</english>,,
,,Interviewer,,What languages do you tend to mix?,What languages do you tend to mix?,,
,,Participant,,<zulu>IsiNgisi nesiZulu.</zulu>,<english>It's English and Zulu.</english>,,
,,Interviewer,,English and Zulu?,English and Zulu?,,
,,Participant,,Mh:,Mh:,,
,,Interviewer,,Most of the time?,Most of the time?,,
,,Participant,,Most of the time.,Most of the time.,,
,,Interviewer,,<zulu>Akuyi ngokuthi uhlangene nobani ngalesosikhathi?</zulu>,<english>Does it have to do with who you are with at that time?</english>,,
,,Participant,,"Ehhe, <zulu>nalokho kuya=</zulu>","Ehhe, <english>that also it=</english>",,
,,Interviewer,,Do you speak any other language other than Zulu and English?,Do you speak any other language other than Zulu and English?,,
,,Participant,,"<zulu>IsiZulu(…)</zulu> No, <zulu>kuyenzeka nje, ngiyaye ngisikhulume isiSuthu kodwa naso ngiyayengisikhulume</zulu> because <zulu>ngifuna ukusifunda.</zulu> For language <zulu>ukuze uyazi ngi</zulu> believer <zulu>ukuthi kufanele uyikhulume. NesiSuthu kancane,</zulu> so, <zulu>ya.</zulu>","<english>Zulu(…)</english> No, <english>it just happens, I would speak Sotho but even it I speakng</english> because <english>I want to learn it.</english> For language <english>to know it I</english> believe <english>that you have to speak it. Also Sotho a little,</english> so, <english>yes.</english> ",,
,,Interviewer,,Have you noticed any diference any difference between the way you speak and how other students talk?,Have you noticed any diference any difference between the way you speak and how other students talk?,,
,,Participant,,<zulu>Iya</zulu>,<english>Yes</english>,,
,,Interviewer,,Mh:,Mh:,,
,,Participant,,<zulu>Ya</zulu> Especially <zulu>kwi</zulu> English. <zulu>Njengami</zulu> I did not go to multiracial schools so I speak <zulu>i</zulu> English eh: <zulu>angiyithwingilishi</zulu> too much and they speak these fancy words <zulu>mina engingazange ngizifunde.</zulu>,<english>Yes</english> Especially <english>in</english> English. <english>Just like me</english> I did not go to multiracial schools so I speak <english>the</english> English eh: <english>I don't twang</english> too much and they speak these fancy words <english>that I didn't learn.</english>,,
,,Interviewer,,"<zulu>Okusho ukuthi wena</zulu> when you speak your English, your English is formal?","<english>That means that you</english> when you speak your English, your English is formal?",,
,,Participant,,Mine is formal. It's straight forward.,Mine is formal. It's straight forward.,,
,,Interviewer,,"<zulu>Ungasho ukuthi amagama abawasebenzisayo</zulu> most of the time <zulu>ba</zulu> claimer <zulu>ukuthi bakhuluma isiZulu</zulu> whereas it's spoken- it's more of a spoken language, <zulu>angeke uyibhale phansi?</zulu>","<english>You can say words they use</english> most of the time <english>they</english> claim <english>that they are speaking Zulu</english> whereas it's spoken- it's more of a spoken language, <english>you can not write it down?</english>",,
,,Participant,,"Yes, mh: <zulu>Mina ngikhuluma isiNgisi esi</zulu> straight forward.","Yes, mh: <english>Me I speak English that is</english> straight forward.",,
,,Interviewer,,And so <zulu>anifani?</zulu>,And so <english>you are not similar?</english>,,
,,Participant,,<zulu>Asifani.</zulu>,<english>We are not similar.</english>,,
,,Interviewer,,Because you didn't go to multi?,Because you didn't go to multi?,,
,,Participant,,Mh:,Mh:,,
,,Interviewer,,Can you tell if someone is from your area by the way he or she talks? <zulu>Ukuthi lomuntu uqhamuka endaweni?</zulu>,Can you tell if someone is from your area by the way he or she talks? <english>That this person is from somewhere?</english>,,
,,Participant,,<zulu>Ukuthi lo uqhamu- Ukuthi lo owangasekhaya?</zulu>,<english>That this one comes- That this one is from home?</english>,,
,,Interviewer,,Mh:,Mh:,,
,,Participant,,"Ehhe, especially <zulu>olimini lwesiZulu uyakwazi ukuhlukanisa ngoba iy'ndawo ngey'ndawo, njengabantu abaqhamuka- Umuntu- njengoba sikhuluma isiZulu sonke, umuntu ohlala la eThekwini nomuntu ohlala eMpangeni ku- kunamagama abawakhulumayo uzwe ukuthi hhayi akuyena owangakithi lo.</zulu>","Ehhe, especially <english>in Zulu language you can differentiate because region to region- like people coming- A person- as we all speak Zulu, a person living in eThekwini and a person living in eMpangeni there- there are words a person says and you hear that this person is not from your region.</english>",,
,,Interviewer,,<zulu>I</zulu>vocabulary? Choice of words?,<english>The</english>vocabulary? Choice of words?,,
,,Participant,,"Ehhe, <zulu>yabo? Izinto ezinjengaleyo</zulu>","Ehhe, <english>you see? Things like those.</english>",,
,,Interviewer,,<zulu>Nani enye?</zulu>,<english>What else?</english>,,
,,Participant,,Eh=,Eh=,,
,,Interviewer,,"<zulu>Mhlawumbe i</zulu> pronounciation? <zulu>Thole ukuthi umuntu uthi, omunye uzothi 'labantu babi'. Athi omunye 'abantu babi'.</zulu>",<english>Perhaps the</english> pronounciation? <english>You find that a person says- another would say 'these people are bad'. Other one would say 'people are bad'.</english>,,
,,Participant,,"EHHE <zulu>indlela abakhuluma ngayo, yabo. Ehhe, uyukuzwe nje olimini kahle kahle. Uyukuzwe olimini.</zulu>","<english>EHHE <english>the way they speak, you see. Ehhe, you hear on the tone. You'll hear on the tone.</english>",,
,,Interviewer,,Pronounciation?,Pronounciation?,,
,,Participant,,EHHE. Yes.,EHHE. Yes.,,
,,Interviewer,,"<zulu>Uma uthi olimini, i</zulu> vocabulary <zulu>nama</zulu> grammar <zulu>ne</zulu> pronounciation- <zulu>khona ukuthi kwenzanjani?</zulu>","<english>If you say on the tongue, the</english> vocabulary <english>and</english> grammar <english>and</english> pronounciation- <english>what does it do?</english>",,
,,Participant,,<zulu>Kuya- kuyayekwehluke khona impela khona ngoba noma uthole ukuthi umuntu usho into oyaziyo ehhe kodwa yena ayibize ngelinye igama. Yabo? Uthole ukuthi esigodini sabo babiza into ethize ihluke kuneyakho. Nina nithi-</zulu>,<english>It- it differs there really because you find that a person says something you know but they call it differently. You see? You find that in their region they call something and it differs to your way. We say-</english>,,
,,Interviewer,,I prefer <zulu>ukuthi ama</zulu> answers <zulu>akho uwaqale nge</zulu> English because <zulu>labantu bayi</zulu> English <zulu>kakhulu.</zulu> otherwise <zulu>uma sesi</zulu> transcriber we are going to have a problem.,I prefer <english>that your</english> answers <english>you start them with</english> English because <english>these people are</english> English <english>too much.</english> otherwise <english>when we</english> transcribe we are going to have a problem.,,
,,Participant,,"Oh: we are going to have a problem? Oh, okay.","Oh: we are going to have a problem? Oh, okay.",,
